Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Signal / Noise	Used	Calculated Concentration	Accuracy	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable
13	Nivel-100pgmL	Standard	AFIDOPYROPEN-1	Quantifiers	AFIDOPYROPEN	0	7	3720.19786525325	6.97249168832233	0.0275083116776651	14.5170915051254	True	degenerate	N/A	594	Fail	Pass	True
14	Nivel-100pgmL	Standard	AFIDOPYROPEN-2	Qualifiers	AFIDOPYROPEN	0	7	1329.73801202201	6.95257047793066	0.0474295220693364	6.44860770212479	True	degenerate	N/A	594	Fail	Pass	True
15	Nivel-100pgmL	Standard	ALDICARB-1	Quantifiers	ALDICARB	0	3.94	3092.78068000051	4.18235861494396	0.24235861494396	17.8255720806644	True	degenerate	N/A	208.1	Fail	Pass	True
16	Nivel-100pgmL	Standard	ALDICARB-3	Qualifiers	ALDICARB	0	3.86	1168615.92445659	4.20003238111901	0.340032381119012	2283.46647839603	True	degenerate	N/A	208.1	Fail	Pass	True
17	Nivel-100pgmL	Standard	ALDICARB SULFONE-1	Quantifiers	ALDICARB SULFONE	0	2.43	65654.9513497157	2.42053081713615	0.0094691828638469	154.918628861895	True	degenerate	N/A	240	Fail	Pass	True
18	Nivel-100pgmL	Standard	ALDICARB SULFONE-4	Qualifiers	ALDICARB SULFONE	0	2.43	21113.8721711041	2.42459793149327	0.00540206850672664	193.016178861945	True	degenerate	N/A	223.1	Fail	Pass	True
19	Nivel-100pgmL	Standard	ALDICARB SULFOXIDE-1	Quantifiers	ALDICARB SULFOXIDE	0	4.22	2109022.5197112	4.20058903222512	0.0194109677748839	1381.15255543003	True	degenerate	N/A	207	Fail	Pass	True
20	Nivel-100pgmL	Standard	AMETRYN-1	Quantifiers	AMETRYN	0	5.8	72214.3576002494	5.75920544124207	0.0407945587579306	322.935699864336	True	degenerate	N/A	228.1	Fail	Pass	True
21	Nivel-100pgmL	Standard	AMETRYN-4	Qualifiers	AMETRYN	0	5.8	27639.967689621	5.75433207979192	0.0456679202080839	58.2773672631609	True	degenerate	N/A	228.1	Fail	Pass	True
22	Nivel-100pgmL	Standard	ATRAZINE-1	Quantifiers	ATRAZINE	0	5.19	829898.663452697	5.17176723241564	0.0182327675843563	262.93590366031	True	degenerate	N/A	216.1	Fail	Pass	True
23	Nivel-100pgmL	Standard	ATRAZINE-2	Qualifiers	ATRAZINE	0	5.19	108806.069520874	5.1698799839788	0.020120016021199	210.999136950609	True	degenerate	N/A	216.1	Fail	Pass	True
24	Nivel-100pgmL	Standard	AZIMSULFURON-1	Quantifiers	AZIMSULFURON	0	5.09	88049.5208757835	5.1175004340062	0.0275004340061997	633.358723365723	True	degenerate	N/A	425.1	Fail	Pass	True
25	Nivel-100pgmL	Standard	AZIMSULFURON-2	Qualifiers	AZIMSULFURON	0	5.09	20973.550297111	5.12249314448359	0.0324931444835945	120.890695769719	True	degenerate	N/A	425.1	Fail	Pass	True
26	Nivel-100pgmL	Standard	AZINPHOS ETHYL-1	Quantifiers	AZINPHOS ETHYL	0	7.36	26890.0005906815	7.34760804783267	0.0123919521673281	135.806619965291	True	degenerate	N/A	346.1	Fail	Pass	True
27	Nivel-100pgmL	Standard	AZINPHOS ETHYL-2	Qualifiers	AZINPHOS ETHYL	0	7.36	14973.8653873306	7.354900514103	0.0050994858969986	58.4761151061544	True	degenerate	N/A	346.1	Fail	Pass	True
28	Nivel-100pgmL	Standard	AZINPHOS METHYL-1	Quantifiers	AZINPHOS METHYL	0	5.67	33583.0177257547	5.65043419611008	0.0195658038899156	230.420859742724	True	degenerate	N/A	318	Fail	Pass	True
29	Nivel-100pgmL	Standard	AZINPHOS METHYL-2	Qualifiers	AZINPHOS METHYL	0	5.66	37889.3072952959	5.65177841057648	0.00822158942351603	237.06533693964	True	degenerate	N/A	318	Fail	Pass	True
30	Nivel-100pgmL	Standard	AZOXYSTROBIN-1	Quantifiers	AZOXYSTROBIN	0	6.12	1282053.76424318	6.09392237966465	0.0260776203353528	320.183121423723	True	degenerate	N/A	404.1	Fail	Pass	True
31	Nivel-100pgmL	Standard	AZOXYSTROBIN-2	Qualifiers	AZOXYSTROBIN	0	6.12	382649.250359312	6.0966296145853	0.0233703854147018	386.923109467267	True	degenerate	N/A	404.1	Fail	Pass	True
32	Nivel-100pgmL	Standard	BENALAXYL M-1	Quantifiers	BENALAXYL M	0	8.56	951824.537491775	8.53082985136921	0.02917014863079	1467.55383496002	True	degenerate	N/A	326.2	Fail	Pass	True
33	Nivel-100pgmL	Standard	BENALAXYL M-2	Qualifiers	BENALAXYL M	0	8.55	732226.665753908	8.53299240751105	0.0170075924889463	603.262618614503	True	degenerate	N/A	326.2	Fail	Pass	True
34	Nivel-100pgmL	Standard	BENDIOCARB-1	Quantifiers	BENDIOCARB	0	4.51	257328.468406555	4.50165148068498	0.00834851931502012	591.804172545288	True	degenerate	N/A	224.1	Fail	Pass	True
35	Nivel-100pgmL	Standard	BENDIOCARB-2	Qualifiers	BENDIOCARB	0	4.52	72520.436672821	4.50275986616992	0.0172401338300814	168.731670260315	True	degenerate	N/A	224.1	Fail	Pass	True
36	Nivel-100pgmL	Standard	BENOMYL-1	Quantifiers	BENOMYL	0	8.79	2057.56758218141	8.50202316975019	0.287976830249805	18.8359389486265	True	degenerate	N/A	291.1	Fail	Pass	True
37	Nivel-100pgmL	Standard	BENOMYL-2	Qualifiers	BENOMYL	0	8.8	3875.28880073717	8.55827248704887	0.241727512951131	21.1171111155025	True	degenerate	N/A	291.1	Fail	Pass	True
38	Nivel-100pgmL	Standard	BENOMYL-3	Qualifiers	BENOMYL	0	8.78	1421.16477778757	8.4933953181523	0.286604681847697	12.7616608235071	True	degenerate	N/A	291.1	Fail	Pass	True
39	Nivel-100pgmL	Standard	BENSULFURON METHYL-1	Quantifiers	BENSULFURON METHYL	0	5.72	96813.6795528788	5.70414971238129	0.0158502876187079	308.601162182524	True	degenerate	N/A	411.1	Fail	Pass	True
40	Nivel-100pgmL	Standard	BENSULFURON METHYL-2	Qualifiers	BENSULFURON METHYL	0	5.71	56255.6676427785	5.70223218845696	0.00776781154304196	344.11865210846	True	degenerate	N/A	411.1	Fail	Pass	True
41	Nivel-100pgmL	Standard	BENTAZON-1	Quantifiers	BENTAZONE	0	3.76	59516.2431560674	3.81804842286925	0.0580484228692457	100.997276130902	True	degenerate	N/A	241	Fail	Pass	True
42	Nivel-100pgmL	Standard	BENTAZON-3	Qualifiers	BENTAZONE	0	3.77	12558.8850896669	3.82609110186241	0.0560911018624077	34.3554507434938	True	degenerate	N/A	241	Fail	Pass	True
43	Nivel-100pgmL	Standard	BENTHIAVALICARB ISOPROPYL-1	Quantifiers	BENTHIAVALICARB ISOPROPYL	0	6.86	337313.171932485	6.83054905852053	0.029450941479471	1228.53154846794	True	degenerate	N/A	382	Fail	Pass	True
44	Nivel-100pgmL	Standard	BENTHIAVALICARB ISOPROPYL-2	Qualifiers	BENTHIAVALICARB ISOPROPYL	0	6.85	194416.066388852	6.83189003021852	0.0181099697814764	439.57011884245	True	degenerate	N/A	382	Fail	Pass	True
45	Nivel-100pgmL	Standard	BIFENAZATE-1	Quantifiers	BIFENAZATE	0	7.15	204078.859911704	7.13381908007919	0.0161809199208118	518.084737759089	True	degenerate	N/A	301.1	Fail	Pass	True
46	Nivel-100pgmL	Standard	BIFENAZATE-2	Qualifiers	BIFENAZATE	0	7.15	126223.622615458	7.13501270061479	0.0149872993852087	352.853150552199	True	degenerate	N/A	301.1	Fail	Pass	True
47	Nivel-100pgmL	Standard	BISPYRIBAC SODIUM-1	Quantifiers	BISPYRIBAC SODIUM	0	6.1	228704.5973326	6.1254463147969	0.0254463147968975	687.009825045519	True	degenerate	N/A	431	Fail	Pass	True
48	Nivel-100pgmL	Standard	BISPYRIBAC SODIUM-2	Qualifiers	BISPYRIBAC SODIUM	0	6.1	97973.6724838928	6.12479692291294	0.0247969229129383	109.750464265894	True	degenerate	N/A	431	Fail	Pass	True
49	Nivel-100pgmL	Standard	BITERTANOL-1	Quantifiers	BITERTANOL	0	13.1	2516492.42467372	13.1044522027337	0.00445220273371483	9943.63930847114	True	degenerate	N/A	338.2	Fail	Pass	True
50	Nivel-100pgmL	Standard	BITERTANOL-2	Qualifiers	BITERTANOL	0	13.1	1303028.13505417	13.1038806945713	0.00388069457131657	6907.97898756195	True	degenerate	N/A	338.2	Fail	Pass	True
51	Nivel-100pgmL	Standard	BIXAFEN-1	Quantifiers	BIXAFEN	0	8.16	137066.80509605	8.13154139427587	0.0284586057241309	602.039170198653	True	degenerate	N/A	414	Fail	Pass	True
52	Nivel-100pgmL	Standard	BIXAFEN-2	Qualifiers	BIXAFEN	0	8.16	82252.5177932205	8.13727532409396	0.0227246759060424	349.934901202402	True	degenerate	N/A	416	Fail	Pass	True
53	Nivel-100pgmL	Standard	BOSCALID-1	Quantifiers	BOSCALID	0	6.38	52627.7419170364	6.36274426045904	0.0172557395409596	188.327283942826	True	degenerate	N/A	343	Fail	Pass	True
54	Nivel-100pgmL	Standard	BOSCALID-2	Qualifiers	BOSCALID	0	6.38	34374.9441149354	6.34855951709225	0.0314404829077537	166.498870916371	True	degenerate	N/A	343	Fail	Pass	True
55	Nivel-100pgmL	Standard	BROFLANILIDE-1	Quantifiers	BROFLANILIDE	0	10.22	31652.2578619151	10.2046177869542	0.0153822130458501	234.191155023591	True	degenerate	N/A	663	Fail	Pass	True
56	Nivel-100pgmL	Standard	BROFLANILIDE-2	Qualifiers	BROFLANILIDE	0	10.22	12260.9905874478	10.1890244312005	0.0309755687995157	88.3425187907379	True	degenerate	N/A	663	Fail	Pass	True
57	Nivel-100pgmL	Standard	BTS 44595-1	Quantifiers	BTS 44595	0	8.66	121837.025088086	8.6445674281368	0.0154325718631974	501.268131017217	True	degenerate	N/A	327	Fail	Pass	True
58	Nivel-100pgmL	Standard	BTS 44595-2	Qualifiers	BTS 44595	0	8.66	46678.8246929476	8.62978702309323	0.0302129769067658	67.4452689356606	True	degenerate	N/A	327	Fail	Pass	True
59	Nivel-100pgmL	Standard	BUPIRIMATE-1	Quantifiers	BUPIRIMATE	0	7.84	195037.472369384	7.7948801377522	0.0451198622477955	760.416800392971	True	degenerate	N/A	317.2	Fail	Pass	True
60	Nivel-100pgmL	Standard	BUPIRIMATE-2	Qualifiers	BUPIRIMATE	0	7.84	99177.3002039726	7.79601900110766	0.0439809988923443	388.452026715348	True	degenerate	N/A	317.2	Fail	Pass	True
61	Nivel-100pgmL	Standard	BUPROFEZIN-1	Quantifiers	BUPROFEZIN	0	10.941	14723034.6304547	10.9566816381314	0.015681638131424	726.106340336228	True	degenerate	N/A	306.1	Fail	Pass	True
62	Nivel-100pgmL	Standard	BUPROFEZIN-2	Qualifiers	BUPROFEZIN	0	10.82	2939.74681125538	10.8840878430446	0.0640878430446321	18.7727462398573	True	degenerate	N/A	306.1	Fail	Pass	True
63	Nivel-100pgmL	Standard	BUTACHLOR-1	Quantifiers	BUTACHLOR	0	10.94	55866.4960006345	10.9089533164984	0.0310466835016197	114.316181690858	True	degenerate	N/A	238	Fail	Pass	True
64	Nivel-100pgmL	Standard	BUTACHLOR-3	Qualifiers	BUTACHLOR	0	10.92	235100.178134008	10.8628512970704	0.0571487029295774	304.945657986226	True	degenerate	N/A	312.2	Fail	Pass	True
65	Nivel-100pgmL	Standard	CADUSAFOS-1	Quantifiers	CADUSAFOS	0	9.4	386426.028214131	9.38356278873252	0.0164372112674815	332.876942314343	True	degenerate	N/A	271.1	Fail	Pass	True
66	Nivel-100pgmL	Standard	CADUSAFOS-2	Qualifiers	CADUSAFOS	0	9.4	270703.735597454	9.38248735828879	0.0175126417112121	297.299287199586	True	degenerate	N/A	271.1	Fail	Pass	True
67	Nivel-100pgmL	Standard	CARBARYL-1	Quantifiers	CARBARYL	0	4.76	157935.460163804	4.73745781506049	0.022542184939506	264.159258471055	True	degenerate	N/A	202.1	Fail	Pass	True
68	Nivel-100pgmL	Standard	CARBARYL-2	Qualifiers	CARBARYL	0	4.76	53863.1163648883	4.74028779816759	0.0197122018324105	234.328344393778	True	degenerate	N/A	202.1	Fail	Pass	True
69	Nivel-100pgmL	Standard	CARBENDAZIM-1	Quantifiers	CARBENDAZIM	0	3.13	294468.974659165	3.06930132739573	0.06069867260427	484.555249408171	True	degenerate	N/A	192	Fail	Pass	True
70	Nivel-100pgmL	Standard	CARBENDAZIM-2	Qualifiers	CARBENDAZIM	0	3.13	275567.856043474	3.06783368613831	0.0621663138616912	193.858358987745	True	degenerate	N/A	192	Fail	Pass	True
71	Nivel-100pgmL	Standard	CARBOFURAN-1	Quantifiers	CARBOFURAN	0	4.54	909783.153209815	4.52197198059407	0.0180280194059268	337.699202324641	True	degenerate	N/A	222.1	Fail	Pass	True
72	Nivel-100pgmL	Standard	CARBOFURAN-2	Qualifiers	CARBOFURAN	0	4.54	517084.952689667	4.52179020507844	0.0182097949215647	302.235932228748	True	degenerate	N/A	222.1	Fail	Pass	True
73	Nivel-100pgmL	Standard	CARBOFURAN 3 KETO-1	Quantifiers	CARBOFURAN 3 KETO	0	3.96	178687.922301742	3.95107492480775	0.00892507519225294	208.925843789322	True	degenerate	N/A	236.1	Fail	Pass	True
74	Nivel-100pgmL	Standard	CARBOFURAN 3 KETO-2	Qualifiers	CARBOFURAN 3 KETO	0	3.96	290178.972320109	3.95526352651601	0.00473647348398831	105.854850311339	True	degenerate	N/A	236.1	Fail	Pass	True
75	Nivel-100pgmL	Standard	CARBOXIN-1	Quantifiers	CARBOXIN	0	4.74	319712.962239885	4.72131454968543	0.018685450314571	344.071658938534	True	degenerate	N/A	236.1	Fail	Pass	True
76	Nivel-100pgmL	Standard	CARBOXIN-3	Qualifiers	CARBOXIN	0	4.73	47720.258131194	4.71928764942687	0.0107123505731339	24.8185665298401	True	degenerate	N/A	236.1	Fail	Pass	True
77	Nivel-100pgmL	Standard	CARFENTRAZONE ETHYL-1	Quantifiers	CARFENTRAZONE ETHYL	0	8.22	6615.53970704839	8.20155000320824	0.0184499967917642	30.9124542336934	True	degenerate	N/A	412.1	Fail	Pass	True
78	Nivel-100pgmL	Standard	CARFENTRAZONE ETHYL-2	Qualifiers	CARFENTRAZONE ETHYL	0	8.22	13953.9530091041	8.21396652494984	0.00603347505015961	49.5229910167367	True	degenerate	N/A	412.1	Fail	Pass	True
79	Nivel-100pgmL	Standard	CARTAP-1	Quantifiers	CARTAP	0	10.89	2165.89705620148	11.4112314819135	0.521231481913519	9.31886699860901	True	degenerate	N/A	238	Fail	Pass	True
80	Nivel-100pgmL	Standard	CARTAP-2	Qualifiers	CARTAP	0	10.93	7419.17763227454	11.3686898678699	0.438689867869877	25.1192931786944	True	degenerate	N/A	238	Fail	Pass	True
81	Nivel-100pgmL	Standard	CARTAP-3	Qualifiers	CARTAP	0	10.93	700.236545256642	11.3377374384921	0.407737438492102	6.12771730553751	True	degenerate	N/A	238	Fail	Pass	True
82	Nivel-100pgmL	Standard	CARTAP-4	Qualifiers	CARTAP	0	11.03	16939.1919926496	11.5699709044901	0.539970904490062	41.9359717213683	True	degenerate	N/A	238	Fail	Pass	True
83	Nivel-100pgmL	Standard	CHLORANTRANILIPROLE-1	Quantifiers	CHLORANTRANILIPROLE	0	5.68	102546.673925734	5.66532119847022	0.014678801529783	632.341466775116	True	degenerate	N/A	483.9	Fail	Pass	True
84	Nivel-100pgmL	Standard	CHLORANTRANILIPROLE-2	Qualifiers	CHLORANTRANILIPROLE	0	5.68	79671.7829748234	5.66209443627508	0.0179055637249155	526.428904794647	True	degenerate	N/A	483.9	Fail	Pass	True
85	Nivel-100pgmL	Standard	CHLORFENVINPHOS-1	Quantifiers	CHLORFENVINPHOS	0	8.65	51123.1282913179	8.6366381122067	0.0133618877933017	353.861077857375	True	degenerate	N/A	358.9	Fail	Pass	True
86	Nivel-100pgmL	Standard	CHLORFENVINPHOS-2	Qualifiers	CHLORFENVINPHOS	0	8.65	57753.5967766774	8.63211807809139	0.0178819219086144	148.651984402291	True	degenerate	N/A	358.9	Fail	Pass	True
87	Nivel-100pgmL	Standard	CHLORFLUAZURON-1	Quantifiers	CHLORFLUAZURON	0	11.57	18141.1257439113	11.5718353312013	0.00183533120127244	128.59145431638	True	degenerate	N/A	539.9	Fail	Pass	True
88	Nivel-100pgmL	Standard	CHLORFLUAZURON-2	Qualifiers	CHLORFLUAZURON	0	11.57	6409.34543814129	11.5720645741991	0.00206457419905348	72.5594494684726	True	degenerate	N/A	539.9	Fail	Pass	True
89	Nivel-100pgmL	Standard	CHLORIMURON ETHYL-1	Quantifiers	CHLORIMURON ETHYL	0	6.5	32954.6664046668	6.49528356332292	0.00471643667708044	145.959812496852	True	degenerate	N/A	415	Fail	Pass	True
90	Nivel-100pgmL	Standard	CHLORIMURON ETHYL-2	Qualifiers	CHLORIMURON ETHYL	0	6.5	9175.84348022947	6.49693109981277	0.00306890018723038	41.2124184819192	True	degenerate	N/A	417	Fail	Pass	True
91	Nivel-100pgmL	Standard	CHLORPYRIFOS-1	Quantifiers	CHLORPYRIFOS	0	11.11	3878457.70279894	11.0969411795397	0.0130588204603157	3128.51170677711	True	degenerate	N/A	349.9	Fail	Pass	True
92	Nivel-100pgmL	Standard	CHLORPYRIFOS-2	Qualifiers	CHLORPYRIFOS	0	11.11	3629850.99374803	11.0961629945627	0.013837005437253	2807.18116044113	True	degenerate	N/A	352	Fail	Pass	True
93	Nivel-100pgmL	Standard	CLETHODIM-1	Quantifiers	CLETHODIM	0	9.7	38024.5478872547	10.0893284986024	0.389328498602437	104.411826531358	True	degenerate	N/A	360.1	Fail	Pass	True
94	Nivel-100pgmL	Standard	CLETHODIM-2	Qualifiers	CLETHODIM	0	9.7	46670.596770469	10.0884166110363	0.388416611036311	225.721291688909	True	degenerate	N/A	360.1	Fail	Pass	True
95	Nivel-100pgmL	Standard	CLOFENTEZINE-1	Quantifiers	CLOFENTEZINE	0	9.02	15350.7500444837	8.98954767504123	0.0304523249587714	89.9606076455534	True	degenerate	N/A	303.1	Fail	Pass	True
96	Nivel-100pgmL	Standard	CLOFENTEZINE-2	Qualifiers	CLOFENTEZINE	0	9.02	6457.96618159951	8.99317672526797	0.0268232747320312	33.4093708355587	True	degenerate	N/A	303.1	Fail	Pass	True
97	Nivel-100pgmL	Standard	CLOMAZONE-1	Quantifiers	CLOMAZONE	0	5.68	1185078.10538188	5.66311379578191	0.0168862042180935	706.87079859599	True	degenerate	N/A	240.1	Fail	Pass	True
98	Nivel-100pgmL	Standard	CLOMAZONE-2	Qualifiers	CLOMAZONE	0	5.68	32447.3334804529	5.66690654067273	0.01309345932727	145.918849947506	True	degenerate	N/A	240.1	Fail	Pass	True
99	Nivel-100pgmL	Standard	CLOTHIANIDIN-1	Quantifiers	CLOTHIANIDIN	0	3.11	322426.360458206	3.09156523848328	0.0184347615167204	257.401355043353	True	degenerate	N/A	250.1	Fail	Pass	True
100	Nivel-100pgmL	Standard	CLOTHIANIDIN-2	Qualifiers	CLOTHIANIDIN	0	3.11	184009.444565452	3.09479176166388	0.0152082383361201	213.449779670162	True	degenerate	N/A	250.1	Fail	Pass	True
101	Nivel-100pgmL	Standard	CYANTRANILIPROLE-1	Quantifiers	CYANTRANILIPROLE	0	4.91	46121.2400375352	4.89526841801726	0.014731581982744	224.327213223415	True	degenerate	N/A	475	Fail	Pass	True
102	Nivel-100pgmL	Standard	CYANTRANILIPROLE-2	Qualifiers	CYANTRANILIPROLE	0	4.91	34604.747308611	4.89491092548417	0.0150890745158252	176.008259707032	True	degenerate	N/A	475	Fail	Pass	True
103	Nivel-100pgmL	Standard	CYAZOFAMID-1	Quantifiers	CYAZOFAMID	0	7.6	37295.4785538144	7.56882353038594	0.0311764696140582	140.075917829166	True	degenerate	N/A	325	Fail	Pass	True
104	Nivel-100pgmL	Standard	CYAZOFAMID-2	Qualifiers	CYAZOFAMID	0	7.6	13341.2610798067	7.58088837468613	0.019111625313867	36.1368079399776	True	degenerate	N/A	325	Fail	Pass	True
105	Nivel-100pgmL	Standard	CYCLOXYDIM-1	Quantifiers	CYCLOXYDIM	0	9.82	117967.045075153	9.80651556680399	0.0134844331960142	146.003761361662	True	degenerate	N/A	326.2	Fail	Pass	True
106	Nivel-100pgmL	Standard	CYCLOXYDIM-2	Qualifiers	CYCLOXYDIM	0	9.81	35568.6185320942	9.80742371324624	0.00257628675376331	113.365454688669	True	degenerate	N/A	326.2	Fail	Pass	True
107	Nivel-100pgmL	Standard	CYHALOFOP BUTYL-1	Quantifiers	CYHALOFOP BUTYL	0	10.021	308287.395926628	10.2543920294956	0.233392029495576	736.691292030497	True	degenerate	N/A	375	Fail	Pass	True
108	Nivel-100pgmL	Standard	CYHALOFOP BUTYL-2	Qualifiers	CYHALOFOP BUTYL	0	10.04	1554.191873817	10.3155808782801	0.275580878280111	11.7868909266917	True	degenerate	N/A	375	Fail	Pass	True
109	Nivel-100pgmL	Standard	CYMIAZOLE-1	Quantifiers	CYMIAZOLE	0	3.52	26242.5587130854	3.51294227160053	0.00705772839946794	49.5703350751124	True	degenerate	N/A	219	Fail	Pass	True
110	Nivel-100pgmL	Standard	CYMIAZOLE-2	Qualifiers	CYMIAZOLE	0	3.52	111539.937575689	3.50605982772805	0.0139401722719521	72.8742083356585	True	degenerate	N/A	219	Fail	Pass	True
111	Nivel-100pgmL	Standard	CYMOXANIL-1	Quantifiers	CYMOXANIL	0	3.55	134346.933595128	3.53043918331882	0.0195608166811785	293.377640276848	True	degenerate	N/A	199	Fail	Pass	True
112	Nivel-100pgmL	Standard	CYMOXANIL-2	Qualifiers	CYMOXANIL	0	3.55	40452.2175409677	3.51071875721593	0.0392812427840745	43.3474181256847	True	degenerate	N/A	128	Fail	Pass	True
113	Nivel-100pgmL	Standard	CYPROCONAZOLE-2	Quantifiers	CYPROCONAZOLE	0	6.66	532.229372214163	6.62463753541597	0.03536246458403	2.924520573814	True	degenerate	N/A	292.1	Fail	Pass	True
114	Nivel-100pgmL	Standard	CYPROCONAZOLE-1	Qualifiers	CYPROCONAZOLE	0	6.65	39070.2391651156	6.62089104010362	0.0291089598963801	133.210245644629	True	degenerate	N/A	292.1	Fail	Pass	True
115	Nivel-100pgmL	Standard	CYPRODINIL-1	Quantifiers	CYPRODINIL	0	8.08	15827.6975208692	8.03899459888046	0.0410054011195431	37.9395227600471	True	degenerate	N/A	226.1	Fail	Pass	True
116	Nivel-100pgmL	Standard	CYPRODINIL-2	Qualifiers	CYPRODINIL	0	8.08	15522.6649605182	8.03051721176709	0.0494827882329112	39.0851897508688	True	degenerate	N/A	226.1	Fail	Pass	True
117	Nivel-100pgmL	Standard	DAZOMET-1	Quantifiers	DAZOMET	0	4.26	25616602.80296	4.24968472249814	0.0103152775018636	1234.22968460714	True	degenerate	N/A	163	Fail	Pass	True
118	Nivel-100pgmL	Standard	DAZOMET-2	Qualifiers	DAZOMET	0	4.26	173316.40975178	4.24993649750614	0.0100635024938605	331.597333029484	True	degenerate	N/A	163	Fail	Pass	True
119	Nivel-100pgmL	Standard	DEMETON S METHYLSULFONE-1	Quantifiers	DEMETON S METHYLSULFONE	0	2.67	107663.837483999	2.65999561182843	0.0100043881715686	367.71934480419	True	degenerate	N/A	263	Fail	Pass	True
120	Nivel-100pgmL	Standard	DEMETON S METHYLSULFONE-2	Qualifiers	DEMETON S METHYLSULFONE	0	2.67	45348.8287478112	2.65831548353847	0.011684516461528	124.325177470678	True	degenerate	N/A	263	Fail	Pass	True
121	Nivel-100pgmL	Standard	DIAZINON-1	Quantifiers	DIAZINON	0	8.61	191626.097142898	8.58881173488027	0.0211882651197257	358.876490415566	True	degenerate	N/A	305.1	Fail	Pass	True
122	Nivel-100pgmL	Standard	DIAZINON-2	Qualifiers	DIAZINON	0	8.61	124475.434644134	8.58491273094885	0.0250872690511468	328.378886788809	True	degenerate	N/A	305.1	Fail	Pass	True
123	Nivel-100pgmL	Standard	DICHLOFLUANID-1	Quantifiers	DICHLOFLUANID	0	7.27	10557.5787397307	7.56327620815186	0.293276208151862	28.5266247866469	True	degenerate	N/A	350	Fail	Pass	True
124	Nivel-100pgmL	Standard	DICHLOFLUANID-2	Qualifiers	DICHLOFLUANID	0	7.26	4104.52253264643	7.63745114064864	0.377451140648637	19.1351998625438	True	degenerate	N/A	350	Fail	Pass	True
125	Nivel-100pgmL	Standard	DICLOSULAM-1	Quantifiers	DICLOSULAM	0	4.94	39713.1830299534	4.93709989846244	0.00290010153755738	186.378706740097	True	degenerate	N/A	406	Fail	Pass	True
126	Nivel-100pgmL	Standard	DICLOSULAM-2	Qualifiers	DICLOSULAM	0	4.94	16178.6198222499	4.93127277002906	0.008727229970936	87.041520853963	True	degenerate	N/A	406	Fail	Pass	True
